Date,Year,OutsideDryBulb_C,CoolingThermal_kWh,ChillerLoad_kWh,CoolingElectricity_kWh,SystemFans_kWh,SystemPumps_kWh,Auxiliary_kWh,HVACElectricity_kWh,AirTemperature_C,OperativeTemperature_C,RoomElectricity_kWh,Lighting_kWh,OccupancyGains_kWh,HeatingGas_kWh,CO2_kg
2020-01-01,2020,13.40417,1537.243,1546.0,1254.389,374.4874,2.75222,0.089348,1631.717968,21.1524,21.09957,2871.59,1301.508,1376.125,2939.637,4069.074
2020-01-02,2020,14.51181,1595.006,1609.826,1307.356,374.6424,2.569082,0.064481,1684.6319629999998,21.21704,21.17925,2871.59,1309.427,1368.446,2105.999,3949.581
2020-01-03,2020,15.88403,1709.521,1715.891,1391.514,374.9421,2.188968,0.034226,1768.6792939999998,21.3195,21.3045,2871.59,1289.508,1357.245,1104.263,3800.557
2020-01-04,2020,14.25521,1469.821,1471.641,1125.694,373.6584,2.68678,0.129476,1502.168656,20.03506,20.20557,273.4755,0.0,0.0,4226.858,1868.829
2020-01-05,2020,14.22118,1104.509,1109.791,912.3229,373.6584,2.380965,0.16059,1288.522855,19.99994,19.90131,273.4755,0.0,0.0,5263.497,1933.792
2020-01-06,2020,13.37708,1226.161,1233.965,981.3025,373.6714,2.332693,0.107977,1357.41457,20.78701,20.52616,2871.59,1289.286,1418.08,3565.432,4012.813
2020-01-07,2020,17.5,2573.52,2592.688,1713.898,373.9546,3.322687,0.043063,2091.21835,21.17809,21.07192,2871.59,1319.013,1373.827,1395.871,4068.59
2020-01-08,2020,15.54826,2187.621,2209.897,1454.812,374.7917,3.963673,0.052829,1833.6202019999998,21.3491,21.35217,2871.59,1310.242,1355.933,1718.196,3967.625
2020-01-09,2020,16.78924,2381.987,2382.834,1873.013,375.3624,3.041158,0.023508,2251.440066,21.48523,21.54059,2871.59,1307.818,1340.567,756.6609,4039.01
2020-01-10,2020,14.34931,1515.184,1522.673,1229.274,374.959,2.116479,0.053029,1606.402508,21.36706,21.39216,2871.59,1310.272,1353.177,1722.336,3830.727
2020-01-11,2020,15.2625,1388.249,1398.703,1101.172,373.6584,2.216611,0.095648,1477.142659,20.04558,20.27204,273.4755,0.0,0.0,3098.633,1642.053
2020-01-12,2020,16.49306,2006.573,2011.031,1537.169,373.6584,3.03563,0.125352,1913.9883820000002,20.00059,20.00475,273.4755,0.0,0.0,4080.037,2090.854
2020-01-13,2020,16.82778,2288.584,2318.72,1880.607,373.7301,3.182403,0.051676,2257.5711789999996,21.091,20.95122,2871.59,1261.326,1381.97,1679.339,4187.608
2020-01-14,2020,12.64931,1223.677,1232.984,1013.596,373.9518,2.859316,0.091086,1390.498202,21.07055,21.02165,2871.59,1297.082,1384.126,2993.618,3930.337
2020-01-15,2020,14.76181,1120.895,1120.173,920.8576,374.0753,1.837207,0.052144,1296.822251,21.07602,21.00877,2871.59,1283.15,1382.259,1687.352,3620.123
2020-01-16,2020,15.73368,1602.564,1604.115,1318.691,374.2228,2.354991,0.049093,1695.317884,21.11391,21.05299,2871.59,1268.934,1377.431,1587.948,3834.352
2020-01-17,2020,15.45938,1727.261,1744.385,1434.002,374.4682,2.853765,0.052438,1811.376403,21.21074,21.15588,2871.59,1281.659,1367.525,1699.767,3933.367
2020-01-18,2020,12.67431,887.6179,888.1473,730.1169,373.6584,2.521194,0.152481,1106.448975,20.01932,20.13648,273.4755,0.0,0.0,4999.166,1773.877
2020-01-19,2020,12.64236,734.92,745.1951,612.6006,373.6584,2.842938,0.188741,989.2906790000001,19.99887,19.86874,273.4755,0.0,0.0,6228.084,1933.375
2020-01-20,2020,13.59306,1072.715,1075.133,883.8318,373.66,2.304673,0.104912,1259.9013850000001,20.7393,20.45845,2871.59,1308.913,1422.806,3455.051,3944.911
2020-01-21,2020,16.49722,1992.572,2003.157,1646.73,373.8292,3.296876,0.053805,2023.9098810000003,21.00594,20.85877,2871.59,1264.627,1390.234,1745.522,4060.424
2020-01-22,2020,16.7993,2170.083,2186.584,1797.52,374.0685,3.316508,0.042132,2174.9471399999998,21.13795,21.08993,2871.59,1265.198,1374.482,1360.642,4080.11
2020-01-23,2020,15.15139,1258.724,1249.568,1027.229,374.2943,2.4678,0.044391,1404.0354909999999,21.14903,21.13,2871.59,1298.568,1372.943,1432.855,3646.705
2020-01-24,2020,15.70278,1564.504,1577.776,1297.038,374.3366,2.454,0.048591,1673.877191,21.1261,21.07539,2871.59,1280.221,1377.353,1571.759,3825.163
2020-01-25,2020,14.19375,967.5193,979.8723,805.5211,373.6584,2.296328,0.116138,1181.591966,20.01717,20.16441,273.4755,0.0,0.0,3780.373,1590.817
2020-01-26,2020,13.34792,1065.717,1065.057,875.5488,373.6584,3.084468,0.184398,1252.4760660000002,19.99883,19.87825,273.4755,0.0,0.0,6079.319,2064.963
2020-01-27,2020,12.77431,620.4702,622.9003,512.066,373.6624,1.656198,0.103755,887.488353,20.74689,20.46972,2871.59,1284.922,1421.871,3406.797,3695.64
2020-01-28,2020,13.05417,830.8422,834.1193,685.7023,373.7788,1.899551,0.097944,1061.478595,20.84932,20.65056,2871.59,1276.419,1409.199,3218.54,3760.616
2020-01-29,2020,13.83194,777.1479,766.2003,629.8683,373.9389,1.362612,0.068316,1005.238128,20.9781,20.84626,2871.59,1243.039,1393.457,2222.986,3519.58
2020-01-30,2020,13.47569,990.8665,1010.878,831.0103,374.0114,2.31242,0.086471,1207.420591,20.95416,20.84956,2871.59,1336.515,1394.485,2828.88,3812.39
2020-01-31,2020,14.10382,705.3797,717.932,590.1885,374.143,1.345581,0.06024,965.7373210000001,21.01519,20.90513,2871.59,1238.389,1389.693,1953.722,3442.321
2020-02-01,2020,13.29583,356.9542,355.6609,292.3773,373.6584,2.124672,0.182813,668.343185,20.00272,20.01942,273.4755,0.0,0.0,6018.819,1699.631
2020-02-02,2020,13.63368,392.5901,381.2989,313.4534,373.6584,2.584015,0.213141,689.9089559999999,19.99114,19.72313,273.4755,0.0,0.0,7052.998,1906.671
2020-02-03,2020,14.16285,753.0765,770.7152,633.5799,373.6584,1.861559,0.090709,1009.190568,20.70705,20.38413,2871.59,1234.523,1426.781,2971.245,3657.157
2020-02-04,2020,13.82361,851.8077,850.4444,699.1226,373.7841,1.722831,0.077522,1074.707053,20.88894,20.70624,2871.59,1235.628,1404.329,2527.159,3614.237
2020-02-05,2020,14.19514,1105.958,1107.276,910.2557,373.928,1.849261,0.072383,1286.105344,20.9578,20.83031,2871.59,1238.436,1396.505,2358.354,3712.385
2020-02-06,2020,14.30417,1187.256,1194.461,981.9271,374.0396,1.8369,0.069511,1357.8731109999999,20.99542,20.89674,2871.59,1239.84,1391.474,2260.563,3738.386
2020-02-07,2020,15.99722,1729.211,1740.599,1430.889,374.2709,2.499132,0.047143,1807.7061749999998,21.12902,21.06726,2871.59,1213.609,1376.888,1525.932,3857.302
2020-02-08,2020,14.73021,1146.102,1153.777,946.9093,373.6584,2.468334,0.1109,1323.1469339999999,20.0179,20.1743,273.4755,0.0,0.0,3601.145,1642.983
2020-02-09,2020,13.92674,943.2098,950.7784,781.6039,373.6584,2.564211,0.153655,1157.9801659999998,20.00024,19.94182,273.4755,0.0,0.0,5031.303,1811.132
2020-02-10,2020,12.32049,682.5935,684.4708,562.6812,373.6656,2.00941,0.108158,938.464368,20.79206,20.55291,2871.59,1273.267,1416.47,3564.719,3749.088
2020-02-11,2020,13.02049,882.3783,878.0712,721.8337,373.8001,1.9326,0.097301,1097.6637010000002,20.85945,20.68319,2871.59,1257.233,1407.293,3188.292,3765.244
2020-02-12,2020,14.89826,1110.677,1117.833,918.9338,373.9498,1.690367,0.060852,1294.634819,20.97462,20.83286,2871.59,1285.866,1394.175,1974.606,3674.321
2020-02-13,2020,15.08438,1215.659,1225.542,1007.478,374.0859,1.879798,0.055826,1383.4995239999998,21.01023,20.91257,2871.59,1241.626,1389.217,1807.608,3670.041
2020-02-14,2020,13.11701,991.0112,1006.711,823.9001,374.1766,2.110097,0.08786,1200.2746570000002,20.97831,20.87883,2871.59,1239.799,1394.958,2880.125,3759.061
2020-02-15,2020,11.79028,206.7191,206.5806,169.8232,373.6584,1.790542,0.173737,545.4458789999999,20.00742,20.02114,273.4755,0.0,0.0,5715.894,1568.339
2020-02-16,2020,13.68403,760.2861,757.9797,623.1104,373.6584,2.739424,0.194606,999.7028300000001,19.99836,19.74854,273.4755,0.0,0.0,6420.28,1975.733
2020-02-17,2020,13.22431,291.0551,293.1371,240.9784,373.6584,1.283943,0.103895,616.024638,20.65314,20.321,2871.59,1304.395,1432.14,3408.3,3543.216
2020-02-18,2020,12.53264,333.8942,340.8542,280.2051,373.7149,1.472767,0.11275,655.505517,20.68347,20.42195,2871.59,1250.779,1429.911,3694.897,3588.404
2020-02-19,2020,12.73403,612.5868,610.1542,501.5879,373.8212,1.900181,0.107402,877.4166829999999,20.77051,20.54128,2871.59,1212.663,1419.677,3529.197,3668.705
2020-02-20,2020,14.51597,1713.227,1723.719,1279.037,373.9464,2.926488,0.09559,1656.005478,20.90014,20.73207,2871.59,1254.964,1403.638,3141.207,4093.393
2020-02-21,2020,14.32153,1003.377,1005.74,826.786,374.1477,1.88418,0.061505,1202.879385,21.00272,20.92817,2871.59,1254.896,1391.501,1995.293,3603.83
2020-02-22,2020,12.62292,282.9944,292.3464,240.3285,373.6584,1.851026,0.169861,616.007787,20.0071,20.02854,273.4755,0.0,0.0,5589.254,1587.347
2020-02-23,2020,10.92813,0.113185,0.078186,0.064274,373.6584,2.596282,0.26575,376.584706,19.98571,19.63082,273.4755,0.0,0.0,8887.274,2060.833
2020-02-24,2020,12.0125,282.6903,265.4532,218.2204,373.6584,1.716432,0.149547,593.744779,20.51873,20.09475,2871.59,1229.626,1449.591,4965.654,3776.501
2020-02-25,2020,10.03021,7.473673,10.74627,8.834154,373.6704,1.824833,0.166258,384.495645,20.57474,20.23013,2871.59,1323.599,1441.461,5524.813,3811.52
2020-02-26,2020,13.83021,1120.25,1129.293,924.5646,373.7417,2.538057,0.12105,1300.965407,20.67605,20.34565,2871.59,1251.174,1431.04,3993.564,4035.81
2020-02-27,2020,15.59757,1582.136,1592.677,1305.925,373.9226,2.246174,0.065574,1682.1593480000001,20.93775,20.74937,2871.59,1228.508,1398.476,2134.389,3904.37
2020-02-28,2020,15.74583,1623.716,1622.356,1331.812,374.1477,2.159831,0.050778,1708.1703089999999,21.06337,20.9563,2871.59,1279.177,1383.31,1643.614,3858.789
2020-03-01,2020,15.56667,1431.731,1444.887,1187.795,373.6584,2.453565,0.107399,1564.0143640000001,20.01089,20.13221,273.4755,0.0,0.0,3484.383,1767.048
2020-03-02,2020,15.91875,2436.493,2445.609,1582.563,373.6584,3.65111,0.142337,1960.0148470000001,19.99996,19.88982,273.4755,0.0,0.0,4646.599,2225.01
2020-03-03,2020,16.20799,2070.244,2098.109,1665.294,373.6888,2.786265,0.059233,2041.8282980000001,20.91362,20.7131,2871.59,1212.354,1400.76,1926.674,4073.582
2020-03-04,2020,16.51146,2008.564,2007.347,1638.596,373.9223,2.793894,0.04406,2015.3562539999998,21.07655,21.00145,2871.59,1253.643,1382.257,1424.157,3988.308
2020-03-05,2020,13.50174,449.7308,467.6031,384.4012,374.1011,1.039676,0.05534,759.597316,21.07363,21.01604,2871.59,1345.521,1379.434,1789.609,3351.541
2020-03-06,2020,12.79757,436.0574,435.0692,357.6562,374.0898,1.351147,0.084682,733.1818290000001,20.93193,20.80302,2871.59,1224.702,1397.739,2761.244,3444.557
2020-03-07,2020,14.83333,1495.616,1488.428,1205.451,374.1006,2.268881,0.083508,1581.903989,20.918,20.75305,2871.59,1265.531,1401.31,2725.805,3976.978
2020-03-08,2020,16.5441,2436.429,2449.139,1954.979,373.6584,3.369577,0.114504,2332.121481,20.00662,20.07765,273.4755,0.0,0.0,3718.899,2276.507
2020-03-09,2020,15.59826,1478.946,1498.265,1231.675,373.6584,2.996408,0.144431,1608.474239,20.00014,19.9637,273.4755,0.0,0.0,4717.699,2025.312
2020-03-10,2020,15.70521,1543.201,1550.789,1274.853,373.6869,3.05981,0.074827,1651.6745369999999,20.81827,20.64552,2871.59,1186.263,1414.854,2443.434,3918.26
2020-03-11,2020,15.45521,1440.091,1453.179,1194.611,373.9431,2.630759,0.052797,1571.237656,21.01217,20.93462,2871.59,1183.817,1390.455,1710.871,3730.634
2020-03-12,2020,14.74097,1042.607,1046.632,860.402,374.1236,1.980209,0.051027,1236.556836,21.058,21.01591,2871.59,1183.268,1385.495,1651.36,3516.323
2020-03-13,2020,13.30903,993.9005,1001.939,823.6613,374.2848,1.765208,0.076308,1199.787616,21.06905,21.00388,2871.59,1181.202,1385.096,2496.064,3651.222
2020-03-14,2020,14.63368,1052.404,1054.737,867.065,374.4341,1.999437,0.051553,1243.55009,21.10862,21.07426,2871.59,1167.226,1379.655,1670.516,3514.433
2020-03-15,2020,13.57743,880.5588,887.4482,729.5423,373.6584,2.441848,0.134567,1105.7771149999999,20.01681,20.13188,273.4755,0.0,0.0,4392.241,1659.635
2020-03-16,2020,13.17257,1060.62,1062.57,869.764,373.6584,3.131911,0.183397,1246.7377079999999,19.99844,19.89104,273.4755,0.0,0.0,6054.76,2056.879
2020-03-17,2020,13.56493,1316.565,1320.386,1066.952,373.6803,2.774425,0.106191,1443.5129160000001,20.79888,20.56004,2871.59,1171.566,1416.032,3512.439,3983.711
2020-03-18,2020,14.55417,1156.748,1158.797,952.6089,373.9278,1.814142,0.05721,1328.4080519999998,21.0496,20.94934,2871.59,1170.888,1385.419,1859.658,3603.551
2020-03-19,2020,15.1559,2092.603,2107.836,1488.11,374.2206,2.921807,0.072126,1865.3245329999997,21.13657,21.07347,2871.59,1212.796,1377.89,2364.656,4049.036
2020-03-20,2020,16.84896,2210.136,2221.872,1824.314,374.6733,3.279436,0.030511,2202.297247,21.27425,21.28829,2871.59,1178.381,1361.338,983.121,3973.265
2020-03-21,2020,16.01389,1749.062,1741.952,1432.002,375.001,2.533148,0.03457,1809.570718,21.28953,21.34545,2871.59,1138.293,1359.03,1113.822,3735.494
2020-03-22,2020,14.25903,704.854,709.4752,583.2364,373.6584,1.443933,0.110415,958.449148,20.03197,20.23138,273.4755,0.0,0.0,3585.71,1419.081
2020-03-23,2020,14.24514,810.8975,840.6765,690.9604,373.6584,2.206767,0.154879,1066.9804459999998,19.99979,19.91665,273.4755,0.0,0.0,5068.821,1763.024
2020-03-24,2020,13.12361,1036.051,1031.86,848.2587,373.6898,2.414953,0.104829,1224.468282,20.81193,20.57464,2871.59,1191.055,1413.776,3467.382,3854.33
2020-03-25,2020,16.41319,2184.761,2189.66,1581.7,374.0019,3.062561,0.05372,1958.818181,21.09961,21.00672,2871.59,1160.758,1380.83,1747.963,3958.491
2020-03-26,2020,15.775,1750.822,1766.344,1452.054,374.3688,2.195828,0.038469,1828.657097,21.20578,21.22324,2871.59,1176.482,1367.566,1243.204,3794.469
2020-03-27,2020,15.78681,1626.881,1629.286,1339.383,374.6944,2.216739,0.034126,1716.328265,21.25426,21.27868,2871.59,1135.883,1363.737,1100.863,3675.098
2020-03-28,2020,14.9434,1620.545,1629.63,1337.089,374.8544,2.14143,0.051421,1714.1362509999997,21.24522,21.24421,2871.59,1174.281,1365.665,1671.143,3804.001
2020-03-29,2020,18.63437,3522.066,3543.434,2019.569,373.6584,5.679799,0.085425,2398.992624,20.03183,20.31118,273.4755,0.0,0.0,2770.993,2139.241
2020-03-30,2020,16.76528,2089.748,2110.061,1730.743,373.6584,3.804012,0.083399,2108.288811,20.0002,20.26086,273.4755,0.0,0.0,2694.333,1948.697
2020-03-31,2020,15.98681,1717.318,1727.608,1420.21,373.8113,3.020909,0.041082,1797.0832910000001,21.14614,21.06882,2871.59,1138.61,1374.867,1331.875,3769.016
2020-04-01,2020,16.77847,2169.846,2170.195,1772.302,374.3341,2.953059,0.031295,2149.6204539999994,21.29259,21.30479,2871.59,1159.262,1358.464,1010.331,3934.86
2020-04-02,2020,16.95278,2279.244,2289.378,1882.023,374.9743,2.991625,0.023614,2260.0125390000003,21.39618,21.44724,2871.59,1122.926,1349.204,760.3026,3932.843
2020-04-03,2020,17.58889,2655.26,2672.409,2157.663,376.4516,3.477965,0.017179,2537.609744,21.55391,21.63208,2871.59,1161.675,1333.466,552.7316,4085.617
2020-04-04,2020,15.63333,1618.803,1626.801,1337.339,376.0668,2.273654,0.018941,1715.6983950000001,21.54004,21.63287,2871.59,1179.109,1336.385,609.2621,3608.707
2020-04-05,2020,16.06389,1814.741,1823.358,1496.322,373.6584,2.722516,0.067112,1872.770028,20.0647,20.42005,273.4755,0.0,0.0,2164.524,1706.602
2020-04-06,2020,14.86319,1396.239,1406.356,1156.06,373.6584,2.703539,0.12087,1532.542809,20.00001,20.12534,273.4755,0.0,0.0,3936.414,1832.76
2020-04-07,2020,15.68194,2021.168,2021.596,1542.639,373.7664,2.944504,0.066317,1919.416221,21.05402,20.92049,2871.59,1141.516,1386.531,2178.138,4003.636
2020-04-08,2020,17.68611,2905.635,2932.384,1886.796,374.5218,3.699102,0.034849,2265.051751,21.35329,21.35543,2871.59,1131.667,1356.085,1129.943,4010.524
2020-04-09,2020,17.75486,2754.733,2762.734,2196.029,376.8004,3.510276,0.011517,2576.351193,21.61272,21.72084,2871.59,1122.629,1328.859,370.4754,4051.248
2020-04-10,2020,17.55,2862.704,2878.577,1913.27,378.7164,3.294981,0.015957,2295.297338,21.69463,21.80564,2871.59,1167.182,1324.989,514.022,3934.852
2020-04-11,2020,18.83681,4105.056,4121.563,2118.631,383.657,4.65848,0.01288,2506.9593600000003,21.87007,22.00826,2871.59,1166.147,1310.651,414.7367,4043.87
2020-04-12,2020,21.41945,5524.647,5555.541,2821.191,373.6584,6.298913,0.003961,3201.1522739999996,20.39972,20.98264,273.4755,0.0,0.0,127.4142,2129.52
2020-04-13,2020,20.82292,4908.093,4935.663,2734.922,373.6584,5.544586,0.012162,3114.137148,20.10744,20.62908,273.4755,0.0,0.0,391.2077,2126.266
2020-04-14,2020,18.78958,3321.106,3343.082,2492.591,375.5593,4.182702,0.010322,2872.343324,21.62545,21.71782,2871.59,1150.521,1323.019,332.0148,4240.308
2020-04-15,2020,17.96458,3002.94,3015.8,2065.364,379.5358,3.454162,0.007166,2448.361128,21.80339,21.95572,2871.59,1125.673,1312.482,230.5164,3949.28
2020-04-16,2020,19.93819,5529.284,5561.017,2645.921,384.5916,6.223153,0.006788,3036.742541,21.94373,22.10331,2871.59,1134.753,1304.504,218.332,4309.057
2020-04-17,2020,20.07431,5353.121,5383.369,3034.046,394.674,5.893759,0.001802,3434.615561,22.1913,22.40082,2871.59,1180.758,1283.094,57.9771,4547.97
2020-04-18,2020,19.40764,3901.126,3931.117,2543.54,396.8214,5.537183,0.002057,2945.90064,22.2282,22.4473,2871.59,1129.957,1284.175,66.15055,4222.557
2020-04-19,2020,19.11354,3499.379,3514.537,2118.82,373.6584,4.218742,0.008944,2496.706086,20.46198,21.06655,273.4755,0.0,0.0,287.7032,1732.69
2020-04-20,2020,19.29792,3499.955,3518.127,2190.035,373.6584,4.624319,0.029815,2568.3475339999995,20.03825,20.49535,273.4755,0.0,0.0,959.1829,1902.048
2020-04-21,2020,17.68924,2694.053,2709.577,2131.428,374.5518,3.268709,0.01792,2509.266429,21.48388,21.5394,2871.59,1138.86,1338.244,576.7532,4059.121
2020-04-22,2020,17.61493,2668.137,2686.483,2124.114,376.1444,3.471725,0.013752,2503.743877,21.58303,21.713,2871.59,1111.451,1332.253,442.3486,4013.955
2020-04-23,2020,18.68507,3313.999,3329.72,2364.687,380.4437,4.391417,0.010888,2749.5330049999993,21.7704,21.89468,2871.59,1111.066,1316.438,350.2303,4145.392
2020-04-24,2020,18.9243,4540.942,4556.294,2648.371,383.7056,5.217582,0.006533,3037.3007150000008,21.91699,22.08631,2871.59,1215.62,1300.345,210.159,4356.867
2020-04-25,2020,18.53333,4662.124,4688.141,3001.689,383.9505,4.998069,0.008291,3390.64586,21.88727,22.06654,2871.59,1134.554,1309.705,266.6828,4532.47
2020-04-26,2020,19.41736,5006.194,5035.042,2821.612,373.6584,5.562993,0.019593,3200.852986,20.17725,20.70205,273.4755,0.0,0.0,630.2424,2223.649
2020-04-27,2020,19.73195,5372.824,5405.018,2591.677,373.6584,6.163366,0.048029,2971.546795,20.00368,20.37822,273.4755,0.0,0.0,1546.701,2256.581
2020-04-28,2020,24.26528,6986.013,7024.37,3479.927,377.5406,8.243166,0.012197,3865.722963,21.90253,21.96309,2871.59,1172.725,1311.413,392.3333,4867.064
2020-04-29,2020,27.02535,10116.65,10175.12,3942.535,440.7936,12.2747,0.0,4395.6033,22.82945,23.11144,2871.59,1142.407,1251.576,0.0,5096.213
2020-04-30,2020,21.99201,9383.701,9430.81,3644.614,496.066,10.88918,0.0,4151.56918,23.21203,23.69428,2871.59,1182.695,1232.665,0.0,4972.743
2020-05-01,2020,20.96319,6459.063,6494.569,3333.007,441.2685,7.244222,2.1e-05,3781.519743,22.85929,23.24795,2871.59,1155.819,1248.153,0.676809,4732.333
2020-05-02,2020,19.12535,4043.972,4070.382,2757.98,421.7635,4.435549,0.00015,3184.1791989999997,22.68657,23.02718,2871.59,1102.693,1258.286,4.83422,4338.931
2020-05-03,2020,17.55729,2648.129,2665.947,1956.863,373.6584,3.113401,0.007648,2333.642449,20.59853,21.23338,273.4755,0.0,0.0,246.0113,1626.054
2020-05-04,2020,18.13715,2857.117,2873.262,2284.697,373.6584,3.615812,0.047144,2662.018356,20.01836,20.43579,273.4755,0.0,0.0,1516.546,2063.351
2020-05-05,2020,18.53993,3269.753,3282.638,2449.693,374.2392,3.682338,0.022226,2827.6367640000003,21.43185,21.46599,2871.59,1088.59,1347.162,717.0732,4247.907
2020-05-06,2020,19.26181,4116.686,4138.432,2697.043,378.0383,4.400884,0.008201,3079.4903850000005,21.73524,21.86015,2871.59,1089.199,1319.884,263.8078,4315.885
2020-05-07,2020,20.17951,5349.221,5380.116,2988.797,384.4212,5.79394,0.003888,3379.0160280000005,21.96767,22.12338,2871.59,1105.986,1303.952,125.0611,4481.547
2020-05-08,2020,20.76076,5600.475,5633.072,3051.131,394.8096,6.181471,0.001389,3452.12346,22.24808,22.4557,2871.59,1099.813,1285.564,44.68472,4507.034
2020-05-09,2020,20.825,6713.544,6751.627,3411.98,409.8299,7.385282,0.00013,3829.1953120000003,22.51248,22.78376,2871.59,1101.687,1265.562,4.182309,4729.078
2020-05-10,2020,19.91042,5638.607,5672.369,3262.154,373.6584,6.030357,0.001015,3641.8437719999997,20.69208,21.32603,273.4755,0.0,0.0,32.64699,2378.805
2020-05-11,2020,20.97639,7848.627,7893.164,3449.865,373.6584,8.898561,0.0189,3832.4408609999996,20.05085,20.55005,273.4755,0.0,0.0,607.9542,2602.211
2020-05-12,2020,21.93715,7432.841,7473.468,3340.169,378.3078,8.348002,0.00711,3726.831912,21.87152,21.97489,2871.59,1115.249,1309.771,228.715,4717.378
2020-05-13,2020,21.62951,7845.291,7890.92,3480.526,400.9096,8.848407,7e-06,3890.284014,22.45308,22.69204,2871.59,1079.463,1269.684,0.209307,4751.885
2020-05-14,2020,23.27222,10516.39,10595.48,3857.744,418.696,12.31196,5e-06,4288.751965,22.70533,22.98872,2871.59,1105.739,1258.2,0.163737,5009.271
2020-05-15,2020,26.25556,12650.95,13116.21,4355.284,489.0727,15.91829,0.0,4860.274989999999,23.05676,23.43539,2871.59,1154.151,1240.858,0.0,5384.92
2020-05-16,2020,30.13785,17026.42,17958.44,5265.908,672.4216,26.55177,0.0,5964.88137,23.45444,24.00684,2871.59,1079.675,1231.606,0.0,6009.179
2020-05-17,2020,24.99618,11263.78,11322.64,3883.422,385.8913,13.10966,0.0,4282.42296,22.97955,23.75923,273.4755,0.0,0.0,0.0,2760.872
2020-05-18,2020,22.79722,9336.812,9388.597,3639.176,373.6584,10.5861,0.0,4023.4204999999997,21.85579,22.57294,273.4755,0.0,0.0,0.0,2603.916
2020-05-19,2020,23.12639,9995.562,10050.79,3774.617,420.9286,11.60839,0.0,4207.153990000001,22.76027,23.07157,2871.59,1077.39,1252.701,0.0,4942.612
2020-05-20,2020,29.75382,13306.66,13484.78,4488.281,591.8124,16.81247,0.0,5096.90587,23.29234,23.7727,2871.59,1190.16,1234.128,0.0,5550.14
2020-05-21,2020,23.77813,11784.84,11843.24,3933.105,632.456,14.43835,0.0,4579.99935,23.57275,24.22676,2871.59,1087.756,1228.641,0.0,5174.838
2020-05-22,2020,21.8059,9733.063,9788.213,3685.15,509.4281,11.37079,0.0,4205.94889,23.30116,23.82934,2871.59,1101.602,1234.582,0.0,4956.554
2020-05-23,2020,21.66354,9067.117,9114.812,3617.898,470.7734,10.37701,0.0,4099.04841,23.11288,23.56172,2871.59,1083.156,1241.252,0.0,4880.595
2020-05-24,2020,21.8066,6423.658,6460.296,3374.576,373.6584,6.941806,0.0,3755.1762059999996,21.5641,22.25799,273.4755,0.0,0.0,0.0,2441.36
2020-05-25,2020,21.40972,5604.985,5638.58,2959.69,373.6584,6.092133,6.5e-05,3339.440598,20.68867,21.31972,273.4755,0.0,0.0,2.101075,2189.819
2020-05-26,2020,25.08854,9057.255,9117.02,3773.779,394.6955,10.33275,0.000108,4178.807358,22.33729,22.52054,2871.59,1078.199,1278.045,3.476177,4926.577
2020-05-27,2020,22.2875,9210.279,9258.497,3623.34,443.5452,10.64799,0.0,4077.53319,22.94347,23.3209,2871.59,1117.234,1242.164,0.0,4888.208
2020-05-28,2020,21.23056,8077.739,8122.815,3525.462,433.783,9.131055,0.0,3968.3760549999997,22.83201,23.17942,2871.59,1118.492,1250.408,0.002611,4822.822
2020-05-29,2020,23.36389,9356.525,9408.987,3743.362,440.8268,10.86689,4.1e-05,4195.055731,22.88887,23.23149,2871.59,1104.413,1250.707,1.316879,4951.904
2020-05-30,2020,23.90868,11321.21,11383.14,3903.021,486.9303,13.4831,0.0,4403.434400000001,23.14708,23.59375,2871.59,1076.256,1237.662,0.0,5060.871
2020-05-31,2020,22.93854,8763.725,8810.647,3590.334,373.6584,9.845951,0.0,3973.8383509999994,21.75007,22.45141,273.4755,0.0,0.0,0.0,2573.87
2020-06-01,2020,24.3684,8988.499,9040.884,3737.807,373.6584,10.1177,0.0,4121.5831,21.03061,21.6562,273.4755,0.0,0.0,0.0,2663.403
2020-06-02,2020,28.44167,12763.38,13235.18,4434.68,464.2916,15.89121,0.0,4914.8628100000005,22.83182,23.12749,2871.59,1156.479,1249.068,0.0,5419.411
2020-06-03,2020,23.22153,15168.25,15459.02,4340.49,533.3422,19.1747,0.0,4893.006899999999,23.36214,23.90018,2871.59,1072.218,1230.613,0.0,5355.104
2020-06-04,2020,21.7941,11597.23,11661.67,3906.733,466.1907,13.85625,0.0,4386.77995,23.10803,23.55754,2871.59,1059.582,1241.119,0.0,5040.674
2020-06-05,2020,22.87778,11580.41,11643.14,3883.645,461.4185,13.69996,0.0,4358.76346,23.03932,23.45316,2871.59,1071.651,1242.611,0.0,5031.01
2020-06-06,2020,23.13333,10985.15,11043.99,3847.591,469.3428,12.9354,0.0,4329.8692,23.08383,23.5092,2871.59,1085.603,1241.055,0.0,5021.955
2020-06-07,2020,23.32014,9884.8,9939.323,3735.836,373.6584,11.25553,0.0,4120.74993,21.69042,22.38018,273.4755,0.0,0.0,0.0,2662.898
2020-06-08,2020,23.40069,10801.74,10863.19,3818.271,373.6584,12.45534,0.0,4204.38474,21.05037,21.6932,273.4755,0.0,0.0,0.0,2713.581
2020-06-09,2020,24.06181,12814.65,12884.12,4049.65,404.5779,15.18166,0.0,4469.40956,22.54402,22.78539,2871.59,1087.032,1262.664,0.0,5107.382
